population,county_name,state_fips,county_fips
9284,"St. Clair County, Missouri",29,185
18479,"Ste. Genevieve County, Missouri",29,186
66922,"St. Francois County, Missouri",29,187
1004125,"St. Louis County, Missouri",29,189
23333,"Saline County, Missouri",29,195
4032,"Schuyler County, Missouri",29,197
4716,"Scotland County, Missouri",29,199
38059,"Scott County, Missouri",29,201
6103,"Shelby County, Missouri",29,205
28672,"Stoddard County, Missouri",29,207
5999,"Sullivan County, Missouri",29,211
56066,"Taney County, Missouri",29,213
19707,"Vernon County, Missouri",29,217
35532,"Warren County, Missouri",29,219
10974,"Wayne County, Missouri",29,223
39085,"Webster County, Missouri",29,225
18188,"Wright County, Missouri",29,229
278468,"Alachua County, Florida",12,001
28259,"Baker County, Florida",12,003
28303,"Bradford County, Florida",12,007
606612,"Brevard County, Florida",12,009
13648,"Calhoun County, Florida",12,013
186847,"Charlotte County, Florida",12,015
218245,"Clay County, Florida",12,019
375752,"Collier County, Florida",12,021
33976,"DeSoto County, Florida",12,027
16759,"Dixie County, Florida",12,029
321905,"Escambia County, Florida",12,033
115378,"Flagler County, Florida",12,035
43826,"Gadsden County, Florida",12,039
17864,"Gilchrist County, Florida",12,041
14192,"Gulf County, Florida",12,045
14004,"Hamilton County, Florida",12,047
39619,"Hendry County, Florida",12,051
194515,"Hernando County, Florida",12,053
1459762,"Hillsborough County, Florida",12,057
19653,"Holmes County, Florida",12,059
47319,"Jackson County, Florida",12,063
14510,"Jefferson County, Florida",12,065
383956,"Lake County, Florida",12,069
760822,"Lee County, Florida",12,071
42915,"Levy County, Florida",12,075
17968,"Madison County, Florida",12,079
399710,"Manatee County, Florida",12,081
158431,"Martin County, Florida",12,085
2701767,"Miami-Dade County, Florida",12,086
90352,"Nassau County, Florida",12,089
211668,"Okaloosa County, Florida",12,091
1429908,"Orange County, Florida",12,095
388656,"Osceola County, Florida",12,097
1492191,"Palm Beach County, Florida",12,099
561891,"Pasco County, Florida",12,101
959107,"Pinellas County, Florida",12,103
10876,"Lincoln County, Washington",53,043
42104,"Okanogan County, Washington",53,047
23365,"Pacific County, Washington",53,049
921130,"Pierce County, Washington",53,053
17788,"San Juan County, Washington",53,055
12036,"Skamania County, Washington",53,059
827957,"Snohomish County, Washington",53,061
46445,"Stevens County, Washington",53,065
294793,"Thurston County, Washington",53,067
62584,"Walla Walla County, Washington",53,071
226847,"Whatcom County, Washington",53,073
256728,"Yakima County, Washington",53,077
15465,"Barbour County, West Virginia",54,001
21809,"Boone County, West Virginia",54,005
12447,"Braxton County, West Virginia",54,007
94350,"Cabell County, West Virginia",54,011
6229,"Calhoun County, West Virginia",54,013
8051,"Clay County, West Virginia",54,015
40488,"Fayette County, West Virginia",54,019
7408,"Gilmer County, West Virginia",54,021
32977,"Greenbrier County, West Virginia",54,025
23093,"Hampshire County, West Virginia",54,027
14299,"Hardy County, West Virginia",54,031
65921,"Harrison County, West Virginia",54,033
57701,"Jefferson County, West Virginia",54,037
180745,"Kanawha County, West Virginia",54,039
20463,"Lincoln County, West Virginia",54,043
32567,"Logan County, West Virginia",54,045
56205,"Marion County, West Virginia",54,049
30591,"Marshall County, West Virginia",54,051
59664,"Mercer County, West Virginia",54,055
26938,"Mineral County, West Virginia",54,057
105822,"Monongalia County, West Virginia",54,061
12376,"Monroe County, West Virginia",54,063
24604,"Nicholas County, West Virginia",54,067
42425,"Ohio County, West Virginia",54,069
6143,"Pendleton County, West Virginia",54,071
7653,"Pleasants County, West Virginia",54,073
7869,"Pocahontas County, West Virginia",54,075
34216,"Preston County, West Virginia",54,077
57440,"Putnam County, West Virginia",54,079
74591,"Raleigh County, West Virginia",54,081
27932,"Randolph County, West Virginia",54,083
8444,"Ritchie County, West Virginia",54,085
14028,"Roane County, West Virginia",54,087
11959,"Summers County, West Virginia",54,089
16705,"Taylor County, West Virginia",54,091
6762,"Tucker County, West Virginia",54,093
8313,"Tyler County, West Virginia",54,095
23816,"Upshur County, West Virginia",54,097
38982,"Wayne County, West Virginia",54,099
8378,"Webster County, West Virginia",54,101
14442,"Wetzel County, West Virginia",54,103
5194,"Wirt County, West Virginia",54,105
84296,"Wood County, West Virginia",54,107
21382,"Wyoming County, West Virginia",54,109
16027,"Ashland County, Wisconsin",55,003
4704,"Custer County, Colorado",08,027
31196,"Delta County, Colorado",08,029
2326,"Dolores County, Colorado",08,033
357978,"Douglas County, Colorado",08,035
55731,"Eagle County, Colorado",08,037
26062,"Elbert County, Colorado",08,039
730395,"El Paso County, Colorado",08,041
48939,"Fremont County, Colorado",08,043
61685,"Garfield County, Colorado",08,045
5808,"Gilpin County, Colorado",08,047
15717,"Grand County, Colorado",08,049
16918,"Gunnison County, Colorado",08,051
788,"Hinsdale County, Colorado",08,053
6820,"Huerfano County, Colorado",08,055
1379,"Jackson County, Colorado",08,057
582910,"Jefferson County, Colorado",08,059
1446,"Kiowa County, Colorado",08,061
7087,"Kit Carson County, Colorado",08,063
7436,"Lake County, Colorado",08,065
55638,"La Plata County, Colorado",08,067
359066,"Larimer County, Colorado",08,069
14555,"Las Animas County, Colorado",08,071
5675,"Lincoln County, Colorado",08,073
21528,"Logan County, Colorado",08,075
155703,"Mesa County, Colorado",08,077
13292,"Moffat County, Colorado",08,081
25849,"Montezuma County, Colorado",08,083
29111,"Morgan County, Colorado",08,087
4874,"Ouray County, Colorado",08,091
17390,"Park County, Colorado",08,093
17358,"Pitkin County, Colorado",08,097
11999,"Prowers County, Colorado",08,099
6529,"Rio Blanco County, Colorado",08,103
11539,"Rio Grande County, Colorado",08,105
6368,"Saguache County, Colorado",08,109
8072,"San Miguel County, Colorado",08,113
2404,"Sedgwick County, Colorado",08,115
24710,"Teller County, Colorado",08,119
4817,"Washington County, Colorado",08,121
9988,"Yuma County, Colorado",08,125
570719,"New Castle County, Delaware",10,003
237378,"Sussex County, Delaware",10,005
13124,"Big Horn County, Montana",30,003
7044,"Blaine County, Montana",30,005
10473,"Carbon County, Montana",30,009
1415,"Carter County, Montana",30,011
5895,"Chouteau County, Montana",30,015
1661,"Daniels County, Montana",30,019
8940,"Dawson County, Montana",30,021
3049,"Fallon County, Montana",30,025
11446,"Fergus County, Montana",30,027
118960,"Gallatin County, Montana",30,031
1173,"Garfield County, Montana",30,033
823,"Golden Valley County, Montana",30,037
16309,"Hill County, Montana",30,041
12085,"Jefferson County, Montana",30,043
31134,"Lake County, Montana",30,047
70973,"Lewis and Clark County, Montana",30,049
19677,"Lincoln County, Montana",30,053
73321,"Putnam County, Florida",12,107
273425,"St. Johns County, Florida",12,109
329226,"St. Lucie County, Florida",12,111
188000,"Santa Rosa County, Florida",12,113
434006,"Sarasota County, Florida",12,115
470856,"Seminole County, Florida",12,117
129752,"Sumter County, Florida",12,119
43474,"Suwannee County, Florida",12,121
21796,"Taylor County, Florida",12,123
16147,"Union County, Florida",12,125
553543,"Volusia County, Florida",12,127
33764,"Wakulla County, Florida",12,129
75305,"Walton County, Florida",12,131
25318,"Washington County, Florida",12,133
31205,"Adams County, Nebraska",31,001
6295,"Antelope County, Nebraska",31,003
674,"Banner County, Nebraska",31,007
431,"Blaine County, Nebraska",31,009
10842,"Box Butte County, Nebraska",31,013
1810,"Boyd County, Nebraska",31,015
50084,"Buffalo County, Nebraska",31,019
6722,"Burt County, Nebraska",31,021
26598,"Cass County, Nebraska",31,025
8380,"Cedar County, Nebraska",31,027
5455,"Cherry County, Nebraska",31,031
9468,"Cheyenne County, Nebraska",31,033
10582,"Colfax County, Nebraska",31,037
10545,"Custer County, Nebraska",31,041
21582,"Dakota County, Nebraska",31,043
24111,"Dawson County, Nebraska",31,047
1838,"Deuel County, Nebraska",31,049
37167,"Dodge County, Nebraska",31,053
584526,"Douglas County, Nebraska",31,055
5551,"Fillmore County, Nebraska",31,059
2889,"Franklin County, Nebraska",31,061
4636,"Furnas County, Nebraska",31,065
21704,"Gage County, Nebraska",31,067
1813,"Garfield County, Nebraska",31,071
1893,"Gosper County, Nebraska",31,073
2188,"Greeley County, Nebraska",31,077
62895,"Hall County, Nebraska",31,079
3073,"Harlan County, Nebraska",31,083
856,"Hayes County, Nebraska",31,085
10127,"Holt County, Nebraska",31,089
711,"Hooker County, Nebraska",31,091
7240,"Jefferson County, Nebraska",31,095
5290,"Johnson County, Nebraska",31,097
8335,"Keith County, Nebraska",31,101
769,"Keya Paha County, Nebraska",31,103
725046,"Polk County, Florida",12,105
8391,"Knox County, Nebraska",31,107
322608,"Lancaster County, Nebraska",31,109
716,"Logan County, Nebraska",31,113
607,"Loup County, Nebraska",31,115
35585,"Madison County, Nebraska",31,119
7668,"Merrick County, Nebraska",31,121
3380,"Nance County, Nebraska",31,125
4095,"Nuckolls County, Nebraska",31,129
15912,"Otoe County, Nebraska",31,131
46711,"Barron County, Wisconsin",55,005
268740,"Brown County, Wisconsin",55,009
13317,"Buffalo County, Wisconsin",55,011
52442,"Calumet County, Wisconsin",55,015
66297,"Chippewa County, Wisconsin",55,017
58490,"Columbia County, Wisconsin",55,021
16113,"Crawford County, Wisconsin",55,023
89396,"Dodge County, Wisconsin",55,027
30066,"Door County, Wisconsin",55,029
45440,"Dunn County, Wisconsin",55,033
105710,"Eau Claire County, Wisconsin",55,035
104154,"Fond du Lac County, Wisconsin",55,039
9179,"Forest County, Wisconsin",55,041
37093,"Green County, Wisconsin",55,045
19018,"Green Lake County, Wisconsin",55,047
6137,"Iron County, Wisconsin",55,051
21145,"Jackson County, Wisconsin",55,053
26718,"Juneau County, Wisconsin",55,057
169151,"Kenosha County, Wisconsin",55,059
120784,"La Crosse County, Wisconsin",55,063
16611,"Lafayette County, Wisconsin",55,065
28415,"Lincoln County, Wisconsin",55,069
81359,"Manitowoc County, Wisconsin",55,071
41872,"Marinette County, Wisconsin",55,075
15592,"Marquette County, Wisconsin",55,077
939489,"Milwaukee County, Wisconsin",55,079
46274,"Monroe County, Wisconsin",55,081
38965,"Oconto County, Wisconsin",55,083
190705,"Outagamie County, Wisconsin",55,087
91503,"Ozaukee County, Wisconsin",55,089
42212,"Pierce County, Wisconsin",55,093
44977,"Polk County, Wisconsin",55,095
14054,"Price County, Wisconsin",55,099
197727,"Racine County, Wisconsin",55,101
163687,"Rock County, Wisconsin",55,105
14188,"Rusk County, Wisconsin",55,107
65763,"Sauk County, Wisconsin",55,111
18074,"Sawyer County, Wisconsin",55,113
40881,"Shawano County, Wisconsin",55,115
118034,"Sheboygan County, Wisconsin",55,117
19913,"Taylor County, Wisconsin",55,119
30760,"Trempealeau County, Wisconsin",55,121
30714,"Vernon County, Wisconsin",55,123
23047,"Vilas County, Wisconsin",55,125
106478,"Walworth County, Wisconsin",55,127
16623,"Washburn County, Wisconsin",55,129
136761,"Washington County, Wisconsin",55,131
406978,"Waukesha County, Wisconsin",55,133
51812,"Waupaca County, Wisconsin",55,135
24520,"Waushara County, Wisconsin",55,137
171730,"Winnebago County, Wisconsin",55,139
74207,"Wood County, Wisconsin",55,141
37066,"Albany County, Wyoming",56,001
11521,"Big Horn County, Wyoming",56,003
47026,"Campbell County, Wyoming",56,005
14537,"Carbon County, Wyoming",56,007
13751,"Converse County, Wyoming",56,009
7181,"Crook County, Wyoming",56,011
39234,"Fremont County, Wyoming",56,013
1729,"McCone County, Montana",30,055
1927,"Meagher County, Montana",30,059
4535,"Mineral County, Montana",30,061
4730,"Musselshell County, Montana",30,065
496,"Petroleum County, Montana",30,069
4217,"Phillips County, Montana",30,071
1694,"Powder River County, Montana",30,075
6946,"Powell County, Montana",30,077
1088,"Prairie County, Montana",30,079
44174,"Ravalli County, Montana",30,081
11491,"Richland County, Montana",30,083
10794,"Roosevelt County, Montana",30,085
8329,"Rosebud County, Montana",30,087
12400,"Sanders County, Montana",30,089
3539,"Sheridan County, Montana",30,091
35133,"Silver Bow County, Montana",30,093
8963,"Stillwater County, Montana",30,095
3678,"Sweet Grass County, Montana",30,097
6226,"Teton County, Montana",30,099
4971,"Toole County, Montana",30,101
762,"Treasure County, Montana",30,103
7578,"Valley County, Montana",30,105
2069,"Wheatland County, Montana",30,107
937,"Wibaux County, Montana",30,109
164731,"Yellowstone County, Montana",30,111
18444,"Appling County, Georgia",13,001
8286,"Atkinson County, Georgia",13,003
11140,"Bacon County, Georgia",13,005
2876,"Baker County, Georgia",13,007
18035,"Banks County, Georgia",13,011
83505,"Barrow County, Georgia",13,013
17194,"Ben Hill County, Georgia",13,017
157346,"Bibb County, Georgia",13,021
12583,"Bleckley County, Georgia",13,023
16301,"Brooks County, Georgia",13,027
44738,"Bryan County, Georgia",13,029
24596,"Burke County, Georgia",13,033
25434,"Butts County, Georgia",13,035
54768,"Camden County, Georgia",13,039
119148,"Carroll County, Georgia",13,045
67872,"Catoosa County, Georgia",13,047
295291,"Chatham County, Georgia",13,051
9565,"Chattahoochee County, Georgia",13,053
266620,"Cherokee County, Georgia",13,057
128671,"Clarke County, Georgia",13,059
297595,"Clayton County, Georgia",13,063
766149,"Cobb County, Georgia",13,067
43092,"Coffee County, Georgia",13,069
156010,"Columbia County, Georgia",13,073
17229,"Cook County, Georgia",13,075
12130,"Crawford County, Georgia",13,079
20128,"Crisp County, Georgia",13,081
26798,"Dawson County, Georgia",13,085
764382,"DeKalb County, Georgia",13,089
19925,"Dodge County, Georgia",13,091
85790,"Dougherty County, Georgia",13,095
144237,"Douglas County, Georgia",13,097
3697,"Echols County, Georgia",13,101
19637,"Elbert County, Georgia",13,105
2544,"Pawnee County, Nebraska",31,133
2858,"Perkins County, Nebraska",31,135
8968,"Phelps County, Nebraska",31,137
7317,"Pierce County, Nebraska",31,139
34296,"Platte County, Nebraska",31,141
5214,"Polk County, Nebraska",31,143
10702,"Red Willow County, Nebraska",31,145
7871,"Richardson County, Nebraska",31,147
1262,"Rock County, Nebraska",31,149
14292,"Saline County, Nebraska",31,151
190604,"Sarpy County, Nebraska",31,153
22278,"Saunders County, Nebraska",31,155
36084,"Scotts Bluff County, Nebraska",31,157
17609,"Seward County, Nebraska",31,159
5127,"Sheridan County, Nebraska",31,161
2959,"Sherman County, Nebraska",31,163
1135,"Sioux County, Nebraska",31,165
5842,"Stanton County, Nebraska",31,167
5034,"Thayer County, Nebraska",31,169
669,"Thomas County, Nebraska",31,171
6773,"Thurston County, Nebraska",31,173
20865,"Washington County, Nebraska",31,177
3395,"Webster County, Nebraska",31,181
774,"Wheeler County, Nebraska",31,183
25516,"Churchill County, Nevada",32,001
2265461,"Clark County, Nevada",32,003
53702,"Elko County, Nevada",32,007
729,"Esmeralda County, Nevada",32,009
17285,"Humboldt County, Nevada",32,013
5734,"Lander County, Nevada",32,015
59235,"Lyon County, Nevada",32,019
4554,"Mineral County, Nevada",32,021
6650,"Pershing County, Nevada",32,027
4104,"Storey County, Nevada",32,029
9080,"White Pine County, Nevada",32,033
58639,"Carson City, Nevada",32,510
50107,"Carroll County, New Hampshire",33,003
76458,"Cheshire County, New Hampshire",33,005
91118,"Grafton County, New Hampshire",33,009
422937,"Hillsborough County, New Hampshire",33,011
314176,"Rockingham County, New Hampshire",33,015
130889,"Strafford County, New Hampshire",33,017
57576,"Acadia Parish, Louisiana",22,001
22750,"Allen Parish, Louisiana",22,003
21039,"Assumption Parish, Louisiana",22,007
39693,"Avoyelles Parish, Louisiana",22,009
12981,"Bienville Parish, Louisiana",22,013
128746,"Bossier Parish, Louisiana",22,015
216785,"Calcasieu Parish, Louisiana",22,019
9645,"Caldwell Parish, Louisiana",22,021
8906,"Catahoula Parish, Louisiana",22,025
14170,"Claiborne Parish, Louisiana",22,027
26812,"De Soto Parish, Louisiana",22,031
456781,"East Baton Rouge Parish, Louisiana",22,033
19539,"East Feliciana Parish, Louisiana",22,037
32350,"Evangeline Parish, Louisiana",22,039
22169,"Grant Parish, Louisiana",22,043
69929,"Iberia Parish, Louisiana",22,045
15031,"Jackson Parish, Louisiana",22,049
12498,"Goshen County, Wyoming",56,015
8447,"Johnson County, Wyoming",56,019
100512,"Laramie County, Wyoming",56,021
19581,"Lincoln County, Wyoming",56,023
2467,"Niobrara County, Wyoming",56,027
29624,"Park County, Wyoming",56,029
30921,"Sheridan County, Wyoming",56,033
8728,"Sublette County, Wyoming",56,035
23331,"Teton County, Wyoming",56,039
20450,"Uinta County, Wyoming",56,041
6838,"Weston County, Wyoming",56,045
18020,"Adjuntas Municipio, Puerto Rico",72,001
55101,"Aguadilla Municipio, Puerto Rico",72,005
24223,"Aguas Buenas Municipio, Puerto Rico",72,007
25596,"Añasco Municipio, Puerto Rico",72,011
87754,"Arecibo Municipio, Puerto Rico",72,013
22657,"Barceloneta Municipio, Puerto Rico",72,017
28983,"Barranquitas Municipio, Puerto Rico",72,019
47158,"Cabo Rojo Municipio, Puerto Rico",72,023
127244,"Caguas Municipio, Puerto Rico",72,025
32827,"Camuy Municipio, Puerto Rico",72,027
154815,"Carolina Municipio, Puerto Rico",72,031
23155,"Cataño Municipio, Puerto Rico",72,033
11307,"Ceiba Municipio, Puerto Rico",72,037
16984,"Ciales Municipio, Puerto Rico",72,039
34668,"Coamo Municipio, Puerto Rico",72,043
18883,"Comerío Municipio, Puerto Rico",72,045
1792,"Culebra Municipio, Puerto Rico",72,049
35879,"Dorado Municipio, Puerto Rico",72,051
11692,"Florida Municipio, Puerto Rico",72,054
13787,"Guánica Municipio, Puerto Rico",72,055
36614,"Guayama Municipio, Puerto Rico",72,057
89780,"Guaynabo Municipio, Puerto Rico",72,061
40622,"Gurabo Municipio, Puerto Rico",72,063
15654,"Hormigueros Municipio, Puerto Rico",72,067
50896,"Humacao Municipio, Puerto Rico",72,069
14779,"Jayuya Municipio, Puerto Rico",72,073
46538,"Juana Díaz Municipio, Puerto Rico",72,075
23334,"Lajas Municipio, Puerto Rico",72,079
28105,"Lares Municipio, Puerto Rico",72,081
8874,"Las Marías Municipio, Puerto Rico",72,083
35180,"Las Piedras Municipio, Puerto Rico",72,085
23693,"Loíza Municipio, Puerto Rico",72,087
17781,"Luquillo Municipio, Puerto Rico",72,089
39492,"Manatí Municipio, Puerto Rico",72,091
4755,"Maricao Municipio, Puerto Rico",72,093
10589,"Maunabo Municipio, Puerto Rico",72,095
73077,"Mayagüez Municipio, Puerto Rico",72,097
37460,"Moca Municipio, Puerto Rico",72,099
28727,"Morovis Municipio, Puerto Rico",72,101
23386,"Naguabo Municipio, Puerto Rico",72,103
29241,"Naranjito Municipio, Puerto Rico",72,105
21434,"Orocovis Municipio, Puerto Rico",72,107
15985,"Patillas Municipio, Puerto Rico",72,109
20399,"Peñuelas Municipio, Puerto Rico",72,111
137491,"Ponce Municipio, Puerto Rico",72,113
23638,"Quebradillas Municipio, Puerto Rico",72,115
22768,"Emanuel County, Georgia",13,107
25319,"Fannin County, Georgia",13,111
119194,"Fayette County, Georgia",13,113
251283,"Forsyth County, Georgia",13,117
1066710,"Fulton County, Georgia",13,121
31353,"Gilmer County, Georgia",13,123
84499,"Glynn County, Georgia",13,127
57544,"Gordon County, Georgia",13,129
18915,"Greene County, Georgia",13,133
957062,"Gwinnett County, Georgia",13,135
203136,"Hall County, Georgia",13,139
29919,"Haralson County, Georgia",13,143
34668,"Harris County, Georgia",13,145
25828,"Hart County, Georgia",13,147
11412,"Heard County, Georgia",13,149
240712,"Henry County, Georgia",13,151
163633,"Houston County, Georgia",13,153
9666,"Irwin County, Georgia",13,155
75907,"Jackson County, Georgia",13,157
14588,"Jasper County, Georgia",13,159
14779,"Jeff Davis County, Georgia",13,161
15709,"Jefferson County, Georgia",13,163
8674,"Jenkins County, Georgia",13,165
9189,"Johnson County, Georgia",13,167
28347,"Jones County, Georgia",13,169
18500,"Lamar County, Georgia",13,171
9877,"Lanier County, Georgia",13,173
49570,"Laurens County, Georgia",13,175
33163,"Lee County, Georgia",13,177
65256,"Liberty County, Georgia",13,179
7690,"Lincoln County, Georgia",13,181
16168,"Long County, Georgia",13,183
33488,"Lumpkin County, Georgia",13,187
10975,"McIntosh County, Georgia",13,191
12082,"Macon County, Georgia",13,193
7498,"Marion County, Georgia",13,197
20613,"Meriwether County, Georgia",13,199
21755,"Mitchell County, Georgia",13,205
8610,"Montgomery County, Georgia",13,209
20097,"Morgan County, Georgia",13,211
206922,"Muscogee County, Georgia",13,215
112483,"Newton County, Georgia",13,217
14825,"Oglethorpe County, Georgia",13,221
168661,"Paulding County, Georgia",13,223
33216,"Pickens County, Georgia",13,227
18889,"Pike County, Georgia",13,231
42853,"Polk County, Georgia",13,233
22047,"Putnam County, Georgia",13,237
2235,"Quitman County, Georgia",13,239
6425,"Randolph County, Georgia",13,243
93570,"Rockdale County, Georgia",13,247
4547,"Schley County, Georgia",13,249
9147,"Seminole County, Georgia",13,253
67306,"Spalding County, Georgia",13,255
5314,"Stewart County, Georgia",13,259
29616,"Sumter County, Georgia",13,261
1559,"Taliaferro County, Georgia",13,265
7816,"Taylor County, Georgia",13,269
12477,"Telfair County, Georgia",13,271
45798,"Thomas County, Georgia",13,275
440781,"Jefferson Parish, Louisiana",22,051
241753,"Lafayette Parish, Louisiana",22,055
97557,"Lafourche Parish, Louisiana",22,057
14791,"LaSalle Parish, Louisiana",22,059
48396,"Lincoln Parish, Louisiana",22,061
142282,"Livingston Parish, Louisiana",22,063
10017,"Madison Parish, Louisiana",22,065
25629,"Morehouse Parish, Louisiana",22,067
37515,"Natchitoches Parish, Louisiana",22,069
383997,"Orleans Parish, Louisiana",22,071
160368,"Ouachita Parish, Louisiana",22,073
23515,"Plaquemines Parish, Louisiana",22,075
20758,"Pointe Coupee Parish, Louisiana",22,077
130023,"Rapides Parish, Louisiana",22,079
7620,"Red River Parish, Louisiana",22,081
20043,"Richland Parish, Louisiana",22,083
22155,"Sabine Parish, Louisiana",22,085
43764,"St. Bernard Parish, Louisiana",22,087
52549,"St. Charles Parish, Louisiana",22,089
10920,"St. Helena Parish, Louisiana",22,091
20192,"St. James Parish, Louisiana",22,093
42477,"St. John the Baptist Parish, Louisiana",22,095
82540,"St. Landry Parish, Louisiana",22,097
51767,"St. Martin Parish, Louisiana",22,099
264570,"St. Tammany Parish, Louisiana",22,103
133157,"Tangipahoa Parish, Louisiana",22,105
109580,"Terrebonne Parish, Louisiana",22,109
57359,"Vermilion Parish, Louisiana",22,113
48750,"Vernon Parish, Louisiana",22,115
36967,"Webster Parish, Louisiana",22,119
27199,"West Baton Rouge Parish, Louisiana",22,121
15310,"West Feliciana Parish, Louisiana",22,125
13755,"Winn Parish, Louisiana",22,127
314848,"Albany County, New York",36,001
1472654,"Bronx County, New York",36,005
198683,"Broome County, New York",36,007
76248,"Cayuga County, New York",36,011
127657,"Chautauqua County, New York",36,013
47220,"Chenango County, New York",36,017
79843,"Clinton County, New York",36,019
46809,"Cortland County, New York",36,023
44308,"Delaware County, New York",36,025
954236,"Erie County, New York",36,029
47555,"Franklin County, New York",36,033
53324,"Fulton County, New York",36,035
47931,"Greene County, New York",36,039
5107,"Hamilton County, New York",36,041
116721,"Jefferson County, New York",36,045
2736074,"Kings County, New York",36,047
61834,"Livingston County, New York",36,051
68016,"Madison County, New York",36,053
49532,"Montgomery County, New York",36,057
1395774,"Nassau County, New York",36,059
212666,"Niagara County, New York",36,063
232125,"Oneida County, New York",36,065
112458,"Ontario County, New York",36,069
401310,"Orange County, New York",36,071
117525,"Oswego County, New York",36,075
47060,"Río Grande Municipio, Puerto Rico",72,119
22729,"Sabana Grande Municipio, Puerto Rico",72,121
31879,"San Germán Municipio, Puerto Rico",72,125
342259,"San Juan Municipio, Puerto Rico",72,127
37693,"San Lorenzo Municipio, Puerto Rico",72,129
20281,"Santa Isabel Municipio, Puerto Rico",72,133
66852,"Toa Alta Municipio, Puerto Rico",72,135
67740,"Trujillo Alto Municipio, Puerto Rico",72,139
28287,"Utuado Municipio, Puerto Rico",72,141
54414,"Vega Baja Municipio, Puerto Rico",72,145
8249,"Vieques Municipio, Puerto Rico",72,147
22093,"Villalba Municipio, Puerto Rico",72,149
34172,"Yauco Municipio, Puerto Rico",72,153
57922,"Anderson County, Texas",48,001
86395,"Angelina County, Texas",48,005
23830,"Aransas County, Texas",48,007
1848,"Armstrong County, Texas",48,011
48981,"Atascosa County, Texas",48,013
6904,"Bailey County, Texas",48,017
20851,"Bandera County, Texas",48,019
3465,"Baylor County, Texas",48,023
31047,"Bee County, Texas",48,025
2009324,"Bexar County, Texas",48,029
11374,"Blanco County, Texas",48,031
18235,"Bosque County, Texas",48,035
372031,"Brazoria County, Texas",48,039
233849,"Brazos County, Texas",48,041
1435,"Briscoe County, Texas",48,045
7076,"Brooks County, Texas",48,047
17642,"Burleson County, Texas",48,051
49130,"Burnet County, Texas",48,053
20106,"Calhoun County, Texas",48,057
13708,"Callahan County, Texas",48,059
12464,"Camp County, Texas",48,063
5807,"Carson County, Texas",48,065
7371,"Castro County, Texas",48,069
46571,"Chambers County, Texas",48,071
6664,"Childress County, Texas",48,075
10218,"Clay County, Texas",48,077
3285,"Coke County, Texas",48,081
7684,"Coleman County, Texas",48,083
2652,"Collingsworth County, Texas",48,087
20557,"Colorado County, Texas",48,089
161501,"Comal County, Texas",48,091
13594,"Comanche County, Texas",48,093
3303,"Concho County, Texas",48,095
41668,"Cooke County, Texas",48,097
83093,"Coryell County, Texas",48,099
15187,"Rincón Municipio, Puerto Rico",72,117
1380,"Cottle County, Texas",48,101
4675,"Crane County, Texas",48,103
3098,"Crockett County, Texas",48,105
5133,"Crosby County, Texas",48,107
2188,"Culberson County, Texas",48,109
7115,"Dallam County, Texas",48,111
2613539,"Dallas County, Texas",48,113
12456,"Dawson County, Texas",48,115
18583,"Deaf Smith County, Texas",48,117
5230,"Delta County, Texas",48,119
62721,"Knox County, Ohio",39,083
178519,"Licking County, Ohio",39,089
431279,"Lucas County, Ohio",39,095
228614,"Mahoning County, Ohio",39,099
22210,"Meigs County, Ohio",39,105
13385,"Monroe County, Ohio",39,111
34950,"Morrow County, Ohio",39,117
40364,"Ottawa County, Ohio",39,123
58539,"Pickaway County, Ohio",39,129
12493,"Towns County, Georgia",13,281
6406,"Treutlen County, Georgia",13,283
9006,"Turner County, Georgia",13,287
24632,"Union County, Georgia",13,291
27700,"Upson County, Georgia",13,293
96673,"Walton County, Georgia",13,297
36251,"Ware County, Georgia",13,299
19988,"Washington County, Georgia",13,303
2348,"Webster County, Georgia",13,307
7471,"Wheeler County, Georgia",13,309
102864,"Whitfield County, Georgia",13,313
8766,"Wilcox County, Georgia",13,315
8877,"Wilkinson County, Georgia",13,319
200629,"Hawaii County, Hawaii",15,001
1016508,"Honolulu County, Hawaii",15,003
82,"Kalawao County, Hawaii",15,005
73298,"Kauai County, Hawaii",15,007
164754,"Maui County, Hawaii",15,009
494967,"Ada County, Idaho",16,001
4379,"Adams County, Idaho",16,003
87018,"Bannock County, Idaho",16,005
6372,"Bear Lake County, Idaho",16,007
9530,"Benewah County, Idaho",16,009
47992,"Bingham County, Idaho",16,011
24272,"Blaine County, Idaho",16,013
7610,"Boise County, Idaho",16,015
47110,"Bonner County, Idaho",16,017
123964,"Bonneville County, Idaho",16,019
12056,"Boundary County, Idaho",16,021
2574,"Butte County, Idaho",16,023
1077,"Camas County, Idaho",16,025
231105,"Canyon County, Idaho",16,027
7027,"Caribou County, Idaho",16,029
24655,"Cassia County, Idaho",16,031
790,"Clark County, Idaho",16,033
4275,"Custer County, Idaho",16,037
14194,"Franklin County, Idaho",16,041
13388,"Fremont County, Idaho",16,043
15598,"Gooding County, Idaho",16,047
16541,"Idaho County, Idaho",16,049
24237,"Jerome County, Idaho",16,053
39517,"Latah County, Idaho",16,057
7974,"Lemhi County, Idaho",16,059
5127,"Lincoln County, Idaho",16,063
52913,"Madison County, Idaho",16,065
42090,"Nez Perce County, Idaho",16,069
11913,"Owyhee County, Idaho",16,073
41344,"Tift County, Georgia",13,277
25386,"Payette County, Idaho",16,075
