countyCode,state,total_claims,total_building_damage,total_content_damage
28047,MS,15796,982251981.11,283679372.14
28049,MS,4714,60265396.9,10451591.81
28051,MS,117,965163.97,472340.06
28053,MS,342,3188162.93,629762.75
28055,MS,127,1680292.2,188401.51
28057,MS,3,51649.2,0.0
28059,MS,11295,544928123.72,162013644.06
28061,MS,13,71185.95,41187.76
28063,MS,67,705116.27,86694.45
28065,MS,6,5024.57,0.0
28067,MS,248,2034680.9,398828.38
28071,MS,31,559204.1,177486.45
28073,MS,397,5185957.68,587549.34
28075,MS,271,2563046.94,830739.51
28077,MS,43,517692.25,127974.86
28079,MS,54,808396.13,173597.9
28081,MS,174,3065951.5,798897.07
28083,MS,442,3375879.92,987961.46
28085,MS,73,331088.37,74667.86
28087,MS,1186,5595258.54,1647068.99
28089,MS,1003,7306921.81,2120685.32
28091,MS,685,4427919.93,2825385.8
28093,MS,11,183851.84,42884.27
28095,MS,147,1126287.42,254926.84
28099,MS,9,56734.04,1758.7
28101,MS,12,94609.25,25983.4
28103,MS,15,149323.52,6129.48
28105,MS,44,581495.8,96568.19
28107,MS,87,961585.22,276632.52
28109,MS,803,13240000.95,3416178.48
28111,MS,123,1526330.47,178580.17
28113,MS,188,2405013.49,1824777.05
28115,MS,3,48136.99,0.0
28117,MS,2,42169.36,3842.0
28119,MS,253,1713610.46,617823.41
28121,MS,976,17320082.57,3349845.04
28123,MS,32,835289.78,187821.26
28125,MS,238,2358917.67,218211.33
28127,MS,246,1926480.93,649009.63
28129,MS,11,58844.28,19536.99
28131,MS,33,437637.6,106803.06
28133,MS,191,1372603.84,332538.22
28135,MS,102,669920.6,96663.85
28137,MS,38,1178247.2,298433.44
28139,MS,7,34192.69,2558.99
28141,MS,18,236672.24,32714.11
28143,MS,449,3943812.42,520909.24
28145,MS,19,397893.0,105931.63
28147,MS,233,2356547.55,277410.56
28149,MS,2688,29074643.19,5805178.92
28151,MS,1955,31636757.92,4599524.57
28153,MS,53,715648.04,134296.71
28155,MS,24,34017.28,74545.83
28157,MS,1394,14933477.23,3109915.47
28159,MS,28,455344.0,89325.48
28161,MS,39,131098.74,232730.19
28163,MS,409,6735319.4,313715.53
29001,MO,21,443172.7,87552.56
29003,MO,146,3401480.88,447473.79
29005,MO,146,3930211.57,799092.99
29007,MO,60,514491.32,141218.18
29009,MO,53,1005347.77,1124111.5
29011,MO,17,229224.23,40473.25
29013,MO,24,450741.04,182518.11
29015,MO,38,271014.11,41950.3
29017,MO,116,1876348.28,414095.3
29019,MO,195,2986816.0,1076181.05
29021,MO,623,18601957.83,3855136.9
29023,MO,517,7298079.5,2803860.51
29025,MO,1,271.01,0.0
29027,MO,316,3579269.15,920201.69
29029,MO,91,1465509.79,241665.76
29031,MO,1074,7601588.0,3433956.5
29033,MO,179,2734582.97,926778.37
29035,MO,123,4771640.65,587337.16
29037,MO,328,4159348.01,1231501.42
29041,MO,57,713214.01,31546.96
29043,MO,77,2484200.55,447846.61
29045,MO,106,2775040.78,4776360.57
29047,MO,785,7486916.96,3217215.25
29049,MO,7,59315.13,7429.66
29051,MO,416,6342100.89,1211903.74
29053,MO,9,136613.84,500.0
29055,MO,122,4946121.4,1070783.35
29059,MO,3,24026.64,3910.98
29061,MO,37,441676.55,166894.05
29063,MO,6,61260.11,7800.0
29065,MO,5,26601.9,0.0
29069,MO,56,398000.74,1484.03
29071,MO,1096,25362358.9,5566365.98
29073,MO,445,5771731.64,2238017.05
29075,MO,2,17416.07,18138.33
29077,MO,199,2377955.7,578360.1
29079,MO,4,147554.04,10000.0
29081,MO,6,153843.06,2814.0
29083,MO,1,8414.35,0.0
29085,MO,5,92000.0,248500.0
29087,MO,1254,30921571.37,3416211.99
29089,MO,68,700702.51,112217.36
29091,MO,75,2474074.94,904596.86
29093,MO,58,332674.63,63720.07
29095,MO,2113,22242501.78,23471298.34
29097,MO,175,2480193.51,312625.4
29099,MO,4591,55842133.63,13155630.49
29101,MO,44,266342.93,40782.66
29103,MO,4,76164.23,985863.35
29105,MO,26,475479.99,178282.67
29107,MO,18,251635.11,23921.34
29109,MO,34,561702.02,95533.13
29111,MO,143,2016411.93,1494471.81
29113,MO,2249,28309899.33,5379849.48
29115,MO,22,169374.51,45325.25
29117,MO,24,299273.54,17586.97
29119,MO,386,11309652.65,1263917.66
29121,MO,2,8284.73,0.0
29123,MO,155,2198783.82,413073.78
29125,MO,101,2568574.15,361176.76
29127,MO,535,7013090.13,3884773.71
29131,MO,28,445481.46,107774.27
29133,MO,211,4196479.8,143761.79
29135,MO,27,239764.38,21730.75
29137,MO,12,163880.95,35000.0
29139,MO,126,1102613.1,192259.85
29141,MO,15,139898.92,21998.31
29143,MO,201,2681493.35,311629.1
29145,MO,209,4666939.14,527586.25
29147,MO,7,136919.34,11700.0
29149,MO,39,415504.06,49671.43
29151,MO,180,2758806.06,377353.58
29153,MO,6,297053.56,37803.81
29155,MO,127,631161.1,114869.92
29157,MO,258,3639306.57,1331103.37
29159,MO,45,271980.87,63463.07
29161,MO,305,9498208.36,1773499.82
29163,MO,934,9146874.61,902570.39
29165,MO,366,10227259.81,2643921.26
29167,MO,9,88067.83,6459.55
29169,MO,267,6006300.12,783085.33
29171,MO,1,3122.06,0.0
29173,MO,51,788380.66,122908.23
29175,MO,3,1988.42,0.0
29177,MO,191,2005374.29,152629.17
29179,MO,134,1793190.61,837784.41
29181,MO,244,10348147.87,2019452.11
29183,MO,9993,117759177.12,34010270.52
29186,MO,1160,5671068.61,1295375.13
29187,MO,93,1865736.78,910633.19
29189,MO,12025,182336386.86,82182420.35
29195,MO,16,249319.57,23087.95
29201,MO,482,4063570.91,277188.12
29203,MO,18,134140.69,23481.74
29205,MO,2,45869.81,4703.47
29207,MO,102,991526.44,73421.11
29209,MO,75,1816049.05,255504.08
29211,MO,2,0.0,328.76
29213,MO,400,16563093.34,1683227.22
29215,MO,15,264521.46,45191.62
29217,MO,12,81527.43,11829.82
29219,MO,102,2163069.29,146630.53
29221,MO,38,214408.73,50407.53
29223,MO,141,2564551.57,573890.9
29225,MO,13,267341.67,43883.1
29229,MO,8,75455.27,17655.47
29510,MO,739,7586181.72,2536512.18
30001,MT,12,2055.08,408.99
30003,MT,16,219125.56,25991.19
30005,MT,50,62530.41,6539.97
30007,MT,2,6500.47,0.0
30009,MT,59,2277447.91,433822.51
30013,MT,257,806991.97,47708.63
30017,MT,156,326630.44,73430.81
30021,MT,7,116423.29,28187.18
30023,MT,9,6652.54,1631.25
30025,MT,1,0.0,0.0
30027,MT,27,202290.97,41334.32
30029,MT,132,676949.84,13371.11
30031,MT,76,324612.57,15478.69
30033,MT,2,0.0,0.0
30035,MT,8,32242.9,0.0
30039,MT,7,14167.19,2767.26
30041,MT,17,52038.49,3469.75
30043,MT,5,6965.6,0.0
30047,MT,12,20284.57,0.0
30049,MT,102,397132.37,34585.01
30051,MT,4,7074.91,0.0
30053,MT,38,424092.74,23365.55
30057,MT,6,23489.78,2601.3
30059,MT,6,60840.15,17217.44
30061,MT,5,10767.53,0.0
30063,MT,172,900616.21,72710.01
30065,MT,60,1110551.76,91281.62
30067,MT,141,2919515.45,366022.93
30071,MT,39,129627.11,5089.74
30075,MT,7,23387.82,1993.96
30077,MT,18,119585.08,0.0
30081,MT,36,115488.85,0.0
30083,MT,8,89908.11,4921.41
30085,MT,9,65078.12,0.0
30087,MT,12,15452.01,0.0
30089,MT,9,222936.15,95.0
30091,MT,1,72.89,0.0
30093,MT,10,7913.69,331.15
30095,MT,60,1149039.07,194017.66
30097,MT,10,295246.68,123861.35
30099,MT,5,30662.44,0.0
30101,MT,1,415.66,0.0
30105,MT,250,1360735.47,133217.36
30107,MT,19,37387.44,981.85
30109,MT,3,75876.16,1208.1
30111,MT,272,1965344.12,314291.51
31001,NE,24,238496.66,43965.13
31003,NE,15,376519.47,29729.11
31011,NE,15,124168.7,10634.82
31013,NE,2,0.0,0.0
31015,NE,18,283298.97,30027.74
31019,NE,64,5638318.18,1541252.37
31021,NE,63,1522473.3,104957.41
31023,NE,11,239280.07,49296.75
31025,NE,410,7494300.31,1056086.46
31027,NE,4,22862.35,864.73
31033,NE,27,76421.65,0.0
31035,NE,1,1561.21,0.0
31037,NE,171,1398063.05,442322.3
31039,NE,43,461329.39,18148.61
31041,NE,11,50817.6,32618.69
31043,NE,89,865968.36,60522.41
31047,NE,89,488536.64,19942.34
31049,NE,3,15883.13,0.0
31051,NE,3,31694.78,1008.55
31053,NE,809,10439517.57,1251145.61
31055,NE,1045,12860286.72,1606712.1
31057,NE,1,3018.51,0.0
31059,NE,2,15000.0,10000.0
31061,NE,2,1251.0,607.0
31065,NE,3,4117.61,0.0
31067,NE,184,1076424.85,664172.28
31069,NE,2,4926.39,0.0
31079,NE,126,709847.21,101693.36
31081,NE,15,71586.55,5063.35
31089,NE,6,4898.98,0.0
31093,NE,19,213957.38,9372.11
31095,NE,10,13415.93,770.0
31097,NE,3,960.0,1012.39
31099,NE,4,6348.75,0.0
31101,NE,7,35176.52,3375.96
31107,NE,26,716693.35,42775.51
31109,NE,313,2203769.75,787390.31
31111,NE,78,247604.62,7775.37
31113,NE,1,0.0,0.0
31119,NE,70,2129045.15,1278914.43
31121,NE,16,18991.73,0.0
31125,NE,4,28953.45,0.0
31127,NE,49,293525.69,160136.63
31129,NE,5,11870.03,0.0
31131,NE,27,389888.97,25839.05
31137,NE,9,69614.92,9431.37
31139,NE,12,160084.15,37031.33
31141,NE,87,1340541.47,115092.75
31143,NE,6,28473.74,210.53
31145,NE,15,56588.64,3510.43
31147,NE,85,1603593.3,453875.6
31151,NE,194,1033400.44,51309.9
31153,NE,848,17704778.42,3361967.24
31155,NE,259,3528296.0,782126.83
31157,NE,52,176788.06,927.21
31159,NE,28,114789.98,50906.12
31161,NE,1,1191.87,0.0
31167,NE,4,103405.04,50000.0
31169,NE,25,313918.42,11918.85
31173,NE,13,551123.29,931.62
31175,NE,8,110632.43,30.82
31177,NE,159,2687015.2,409276.97
31179,NE,5,5443.54,0.0
31181,NE,3,13134.67,191.44
31183,NE,2,7763.06,0.0
31185,NE,9,26783.91,3800.0
32001,NV,7,24670.43,0.0
32003,NV,626,7313248.28,1976384.87
32005,NV,226,3945192.73,355642.49
32007,NV,31,137313.41,4586.19
32011,NV,1,587.73,0.0
32013,NV,16,78105.42,1152.55
32015,NV,3,1058.48,0.0
32017,NV,4,0.0,0.0
32019,NV,24,548299.7,130270.47
32021,NV,1,2662.8,0.0
32023,NV,136,1333345.48,7481.7
32027,NV,4,18852.65,0.0
32029,NV,10,34365.99,1668.0
32031,NV,752,21007443.2,9863563.25
32033,NV,8,1510.79,0.0
32510,NV,91,551812.44,7576.75
33001,NH,108,856920.96,67229.79
33003,NH,290,2529630.14,239789.6
33005,NH,247,4450299.97,2239260.24
33007,NH,95,627950.2,41354.7
33009,NH,362,4161065.48,559001.89
33011,NH,629,8214447.0,1601155.15
33013,NH,299,5248309.03,781250.55
33015,NH,2164,28192830.75,2131949.68
33017,NH,137,2038443.14,215408.56
33019,NH,62,1213282.5,51908.67
34001,NJ,20906,428944240.45,45191947.98
34003,NJ,14463,334454194.65,96870626.46
34005,NJ,2178,25050345.98,3875708.63
34007,NJ,1297,7014166.68,1255183.3
34009,NJ,28013,348742187.41,56043368.23
34011,NJ,756,11108848.72,1325642.99
34013,NJ,5835,126246078.8,36587576.85
34015,NJ,706,4165951.02,570585.02
34017,NJ,5180,144841896.21,32386573.61
34019,NJ,1571,34016618.86,5104200.23
34021,NJ,2430,32566964.58,15835846.79
34023,NJ,5246,143494078.32,19104058.64
34025,NJ,19974,799283678.23,96744444.35
34027,NJ,9459,162320564.47,37198084.94
34029,NJ,52870,2162221116.14,275389442.06
34031,NJ,14381,235546487.23,79699155.9
34033,NJ,824,8849238.65,261115.78
34035,NJ,6501,200706282.06,38675545.89
34037,NJ,192,1818675.27,135405.08
34039,NJ,7498,136801073.17,26499071.51
34041,NJ,1272,27611478.41,4271940.07
35001,NM,173,1364667.79,69611.52
35003,NM,5,150256.09,17829.13
35005,NM,132,7716091.63,361212.28
35006,NM,28,604591.5,5973.79
35007,NM,8,12839.43,210.47
35009,NM,56,495738.54,67183.57
35013,NM,207,4674340.81,217211.68
35015,NM,51,312773.71,19872.81
35017,NM,9,98671.52,15443.64
35023,NM,3,26191.79,1636.0
35025,NM,207,858606.52,72651.39
35027,NM,268,14547935.69,1929433.43
35028,NM,10,22039.85,8827.91
35029,NM,4,130736.52,20291.74
35031,NM,18,6368.06,12764.08
35033,NM,59,448344.56,11405.33
35035,NM,130,1496476.11,42889.74
35037,NM,11,32633.95,0.0
35039,NM,31,284412.41,14975.11
35041,NM,30,322343.2,80.8
35043,NM,50,298719.53,60376.01
35045,NM,48,472092.5,65350.59
35047,NM,134,710314.8,97804.36
35049,NM,53,836752.55,121742.74
35051,NM,15,147392.8,10464.59
35053,NM,23,302704.39,90035.13
35055,NM,24,46248.2,4827.83
35057,NM,1,4797.45,0.0
35061,NM,125,899955.1,82335.45
36001,NY,360,3569062.0,899078.53
36003,NY,193,636886.33,77953.23
36005,NY,1944,24111333.31,3217053.56
36007,NY,3099,107876248.84,28987684.25
36009,NY,493,4429158.56,642412.38
36011,NY,262,1304691.25,206889.08
36013,NY,1803,7015627.59,2799557.46
36015,NY,304,2177657.87,436959.77
36017,NY,632,9699203.61,1582137.0
36019,NY,296,4791321.2,368751.48
36021,NY,236,2122827.72,889326.06
36023,NY,356,2877685.4,559828.34
36025,NY,1290,32880452.77,6485636.1
36027,NY,762,11710778.66,2239639.23
36029,NY,2477,9977463.01,2599543.86
36031,NY,369,5460634.07,820006.57
36033,NY,40,165907.05,12603.9
36035,NY,116,521057.57,352680.11
36037,NY,130,1140304.57,331802.47
36039,NY,578,16165449.95,2534125.11
36041,NY,35,591961.37,127054.13
36043,NY,422,5451671.55,680686.74
36045,NY,249,2266844.53,114863.18
36047,NY,6296,295450457.67,32213837.17
36049,NY,38,361550.44,64008.09
36051,NY,97,594829.1,27958.27
36053,NY,312,4495348.24,146745.05
36055,NY,817,4510410.9,276066.01
36057,NY,288,6812318.07,1962575.48
36059,NY,51509,1973789132.96,290565547.32
36061,NY,1492,113218618.57,7273394.86
36063,NY,179,661556.02,102888.95
36065,NY,1067,13790614.65,2327433.27
36067,NY,964,7097249.36,1428224.61
36069,NY,259,2573493.79,1267500.58
36071,NY,2028,21769007.69,4812260.15
36073,NY,39,152471.32,865.29
36075,NY,221,2068097.57,394771.67
36077,NY,463,7959508.63,996736.3
36079,NY,370,4988521.26,448312.55
36081,NY,14902,613703814.64,80090556.71
36083,NY,460,5275030.51,381050.91
36085,NY,19422,245070534.28,33269698.88
36087,NY,3475,36336804.98,8857577.98
36089,NY,95,1094165.36,581924.32
36091,NY,580,6600147.33,1355131.48
36093,NY,353,6895638.52,819847.93
36095,NY,666,26762853.62,4252983.09
36097,NY,30,361976.05,47935.15
36099,NY,108,893887.93,83235.41
36101,NY,372,1806002.09,281816.16
36103,NY,33914,978086966.54,121549944.99
36105,NY,939,13611055.94,2395169.32
36107,NY,1558,52055305.47,8327049.08
36109,NY,289,1634336.47,250453.57
36111,NY,1275,25956218.13,3827597.05
36113,NY,116,1616205.05,191792.47
36115,NY,135,1238923.03,178158.67
36117,NY,207,2294303.47,101836.84
36119,NY,12245,221090592.01,51388546.76
36121,NY,112,785596.32,176687.24
36123,NY,146,984196.53,44591.49
37001,NC,167,4270614.26,794152.03
37003,NC,6,41884.1,0.0
37005,NC,13,444629.91,30759.04
37007,NC,3,21304.6,220.0
37009,NC,183,6472701.79,864222.01
37011,NC,288,13086580.0,1681781.21
37013,NC,9460,109178993.94,16027785.52
37015,NC,423,10282128.91,2645147.97
37017,NC,195,8013769.26,1035403.36
37019,NC,9878,87425822.42,11754153.49
37021,NC,1190,79725923.24,23283127.62
37023,NC,131,9944135.65,1330125.83
37025,NC,240,4372664.75,940134.19
37027,NC,85,1171234.3,375748.95
37029,NC,284,3079566.43,315557.01
37031,NC,8994,106901737.73,16232230.53
37033,NC,1,0.0,0.0
37035,NC,210,4047197.36,788769.66
37037,NC,41,1731720.09,377242.58
37039,NC,56,657013.87,226523.89
37041,NC,282,5138727.17,790873.83
37043,NC,35,166364.86,3471.77
37045,NC,54,553212.86,123115.15
37047,NC,712,19931076.14,4187680.37
37049,NC,6125,207392758.81,28928565.71
37051,NC,823,21963345.6,2822764.77
37053,NC,2005,19171132.26,2567813.84
37055,NC,18908,197710650.83,25850526.77
37057,NC,103,1363046.37,343530.84
37059,NC,12,116517.55,30330.53
37061,NC,542,40218748.32,11836330.93
37063,NC,442,9530830.59,1202679.55
37065,NC,795,24401040.64,3811228.74
37067,NC,440,3702756.27,996542.23
37069,NC,23,206898.11,42119.06
37071,NC,105,1245067.2,90609.76
37073,NC,26,291818.44,42508.59
37075,NC,7,10737.01,3432.34
37077,NC,15,188690.62,6979.23
37079,NC,82,2054198.36,494225.04
37081,NC,680,8421738.24,955176.29
37083,NC,54,683307.47,79803.45
37085,NC,116,2115233.04,383554.0
37087,NC,730,32164101.35,3689382.44
37089,NC,440,25678564.53,3289408.43
37091,NC,159,2528952.52,545790.26
37093,NC,39,581775.85,33808.72
37095,NC,1734,36750954.4,5062807.02
37097,NC,60,852090.72,276384.4
37099,NC,97,877565.69,182550.7
37101,NC,311,9694444.92,1595076.31
37103,NC,205,13862969.65,2988826.45
37105,NC,63,936606.71,120531.96
37107,NC,835,37461596.03,6833858.94
37109,NC,15,233880.97,12560.94
37111,NC,110,6549069.48,1811642.37
37113,NC,79,1622580.96,346171.58
37115,NC,109,7945911.99,823045.46
37117,NC,42,568585.01,52764.33
37119,NC,2881,53155067.69,7687085.53
37121,NC,50,2223519.96,440098.02
37123,NC,6,97149.55,3916.36
37125,NC,154,2410481.66,282938.62
37127,NC,735,29798829.24,3859293.05
37129,NC,11178,161327986.55,25704846.86
37131,NC,34,246634.22,35961.29
37133,NC,4432,60377948.85,10145270.15
37135,NC,568,29072183.74,5607576.4
37137,NC,4330,80804997.85,13822721.46
37139,NC,531,5911328.21,579656.2
37141,NC,5888,98196160.34,19249755.95
37143,NC,160,807024.35,168622.15
37145,NC,9,47290.32,2361.23
37147,NC,1205,32687974.1,3252465.8
37149,NC,79,3798962.55,636864.02
37151,NC,65,346039.46,49141.08
37153,NC,25,290707.41,27501.07
37155,NC,1430,47801480.04,6732873.5
37157,NC,108,618909.72,106438.48
37159,NC,65,1001858.08,113103.35
37161,NC,117,6817519.11,1023449.17
37163,NC,148,5312976.45,821278.51
37165,NC,20,455241.45,104876.41
37167,NC,66,2241524.43,737021.85
37169,NC,18,146880.61,99781.6
37171,NC,66,314996.04,852224.28
37173,NC,56,798848.88,408204.0
37175,NC,153,5464204.32,764436.36
37177,NC,588,7976821.42,661034.57
37179,NC,78,1098624.05,279701.02
37181,NC,12,124321.25,50175.66
37183,NC,1638,26345501.86,4893327.87
37185,NC,4,0.0,0.0
37187,NC,156,2360420.18,294504.55
37189,NC,460,14140154.7,2109347.39
37191,NC,1192,39464556.0,7106792.38
37193,NC,34,899555.43,479571.66
37195,NC,497,9517162.37,3096758.68
37197,NC,6,5894.8,258.5
37199,NC,146,7519574.74,1398412.79
38001,ND,1,12872.3,0.0
38003,ND,389,2473322.95,194062.57
38005,ND,420,11166677.44,4794.2
38007,ND,13,99600.9,0.0
38009,ND,3,1800.4,0.0
38011,ND,10,11760.17,0.0
38013,ND,3,4527.15,58.0
38015,ND,698,14680811.77,587884.28
38017,ND,3345,22657930.26,2148789.29
38019,ND,13,255840.93,0.0
38021,ND,6,20330.97,0.0
38027,ND,23,204373.56,2108.05
38029,ND,82,1027877.63,21001.91
38031,ND,11,95629.5,2489.79
38033,ND,2,0.0,0.0
38035,ND,3114,66499424.59,9041983.95
38037,ND,13,41570.7,9386.03
38039,ND,5,21669.31,1374.8
38041,ND,89,197150.58,40801.4
38045,ND,14,90461.68,11208.0
38047,ND,3,257994.13,4582.82
38049,ND,61,580412.39,66953.59
38051,ND,2,7284.84,0.0
38053,ND,2,0.0,0.0
38055,ND,10,76661.57,0.0
38057,ND,81,653814.51,6607.28
38059,ND,216,2585058.2,240222.46
38061,ND,4,2563.39,350.5
38063,ND,52,1017028.31,451.0
38065,ND,8,67712.11,0.0
38067,ND,610,2852683.21,867193.54
38069,ND,10,55785.67,0.0
38071,ND,1103,37438396.98,120525.32
38073,ND,148,707609.67,23084.87
38075,ND,33,117480.3,6037.05
38077,ND,223,2129124.27,170297.58
38079,ND,4,58523.6,0.0
38081,ND,7,89159.33,0.0
38083,ND,5,116900.0,23000.0
38085,ND,2,0.0,373.85
38089,ND,30,88681.24,3164.46
38091,ND,8,134975.52,0.0
38093,ND,127,740129.76,17534.8
38095,ND,26,374072.0,0.0
38097,ND,128,1342333.25,154551.92
38099,ND,782,2429116.87,647878.39
38101,ND,1107,61889618.15,7557491.67
38103,ND,2,80850.0,0.0
38105,ND,19,194478.0,53519.31
39001,OH,155,1269122.49,144587.48
39003,OH,259,3068449.7,1038484.37
39005,OH,58,636136.81,125522.45
39007,OH,146,1632368.62,357875.11
39009,OH,416,4170819.63,935453.59
39011,OH,124,2056721.35,230575.19
39013,OH,653,6247829.97,1416162.06
39015,OH,149,1672152.74,105692.09
39017,OH,461,3594210.63,646119.49
39019,OH,31,472138.5,141522.84
39021,OH,38,241143.09,11144.87
39023,OH,129,3767534.06,367928.53
39025,OH,621,8435760.5,1735393.81
39027,OH,16,203463.12,2591.81
39029,OH,112,692789.32,164537.3
39031,OH,60,184075.44,32247.63
39033,OH,154,2427764.68,369266.52
39035,OH,1729,22951003.42,12040142.51
39037,OH,35,211209.79,26374.42
39039,OH,330,1915249.41,530925.16
39041,OH,101,889011.16,106230.43
39043,OH,1103,6390846.4,1910754.01
39045,OH,299,1734980.61,1103856.54
39047,OH,20,22036.62,2009.16
39049,OH,1328,6478364.87,1363838.99
39051,OH,33,143537.38,8520.1
39053,OH,176,1201328.34,432922.36
39055,OH,73,1352729.23,140319.78
39057,OH,151,949034.56,482937.65
39059,OH,372,5952363.01,2406599.84
39061,OH,1913,24193312.24,9321661.26
39063,OH,2046,34879091.2,2782938.87
39065,OH,17,275277.83,17996.35
39067,OH,90,424613.46,102809.9
39069,OH,163,1059315.82,286897.81
39071,OH,2,0.0,11992.37
39073,OH,156,1506858.39,622442.75
39075,OH,120,528230.25,128788.66
39077,OH,71,729710.35,70987.7
39079,OH,192,2498722.21,474576.15
39081,OH,396,3279547.75,681929.47
39083,OH,65,256983.34,6695.82
39085,OH,878,10845504.82,1493766.47
39087,OH,467,3927599.34,734180.59
39089,OH,388,3968355.65,423410.25
39091,OH,115,1223127.55,102547.15
39093,OH,534,6284455.55,806055.65
39095,OH,1193,6638277.03,905660.04
39097,OH,22,125081.33,24362.34
39099,OH,296,1312598.03,1480673.27
39101,OH,240,3038725.77,168743.29
39103,OH,289,3473597.98,1176732.43
39105,OH,273,1780043.89,719771.88
39107,OH,96,1111289.71,236664.33
39109,OH,148,1845118.57,266800.88
39111,OH,108,1065944.79,108966.45
39113,OH,325,1805727.68,201760.35
39115,OH,182,1800328.1,188256.97
39117,OH,9,70269.29,0.0
39119,OH,172,1831015.53,336289.13
39121,OH,171,2140141.19,518011.37
39123,OH,1378,7666902.6,1717312.04
39125,OH,34,215645.6,22965.8
39127,OH,114,1527932.47,163352.2
39129,OH,71,609472.75,100028.08
39131,OH,105,1457811.7,197434.19
39133,OH,85,748832.57,114495.53
39135,OH,48,296883.68,74882.66
39137,OH,460,8936975.3,570152.45
39139,OH,329,6965123.88,2758734.32
39141,OH,125,1034906.21,126015.98
39143,OH,139,691320.24,72508.23
39145,OH,318,2278573.14,375495.19
39147,OH,121,1657805.22,85373.22
39149,OH,97,1047478.07,518312.12
39151,OH,452,5916104.92,2376847.78
39153,OH,814,10500555.18,2474692.07
39155,OH,402,3002803.96,709322.5
39157,OH,192,1088955.99,86857.98
39159,OH,56,378572.24,51521.93
39161,OH,36,195117.4,35826.54
39163,OH,15,142879.69,19667.45
39165,OH,208,1591358.0,557263.24
39167,OH,1295,15502719.69,2766823.33
39169,OH,173,1895409.85,890306.26
39171,OH,31,399746.03,342034.85
39173,OH,202,1230770.06,216161.27
39175,OH,125,2216021.1,128664.05
40001,OK,25,972333.57,56293.52
40003,OK,37,232772.61,0.0
40005,OK,7,94800.0,0.0
40007,OK,1,0.0,0.0
40009,OK,8,42738.62,11010.0
40011,OK,7,97208.8,8000.07
40013,OK,26,1017225.72,120085.94
40015,OK,44,1077316.22,239419.08
40017,OK,232,3006441.17,539851.37
40019,OK,84,2203186.76,326200.83
40021,OK,105,1841447.56,98414.5
40023,OK,6,236493.96,0.0
40027,OK,400,6063350.54,1161275.04
40029,OK,2,20416.65,6279.9
40031,OK,834,19900512.65,3432425.75
40033,OK,17,160552.51,0.0
40035,OK,46,1063085.3,248867.5
40037,OK,255,2311951.9,566367.45
40039,OK,19,172593.45,11490.38
40041,OK,115,1561770.23,103061.95
40045,OK,3,10164.56,0.0
40047,OK,81,354240.08,68131.54
40049,OK,65,1039123.62,347246.63
40051,OK,229,3943038.46,1007520.75
40053,OK,9,87381.08,22863.85
40055,OK,4,35259.47,0.0
40057,OK,27,185378.3,10000.0
40059,OK,2,3869.31,5000.0
40061,OK,6,86408.16,45404.56
40063,OK,2,9944.96,0.0
40065,OK,7,1354.2,5164.0
40067,OK,6,59209.0,21374.5
40069,OK,4,213346.79,9623.07
40071,OK,344,2773218.89,388580.18
40073,OK,288,4053565.24,975846.59
40075,OK,22,392752.64,123058.93
40077,OK,3,46010.2,0.0
40079,OK,43,1170467.28,133238.47
40081,OK,27,55702.68,20839.38
40083,OK,460,3461869.72,1469815.46
40085,OK,1,9956.3,0.0
40087,OK,49,649941.14,81144.01
40089,OK,49,812315.09,31048.71
40091,OK,3,76214.94,28722.18
40093,OK,18,224126.36,32478.71
40095,OK,8,16767.3,6273.0
40097,OK,122,2755140.36,535151.55
40099,OK,7,92670.91,39776.52
40101,OK,260,12083178.05,3697598.04
40103,OK,4,13853.95,8410.41
40105,OK,13,320808.06,36192.02
40107,OK,2,4170.03,0.0
40109,OK,1714,20415157.14,4354258.88
40111,OK,110,3016940.53,798722.76
40113,OK,96,946979.41,224879.18
40115,OK,1159,26398013.09,4048611.85
40117,OK,6,42415.01,732.5
40119,OK,100,1070908.89,176969.39
40121,OK,26,342531.38,66562.46
40123,OK,22,682607.59,8867.69
40125,OK,153,2158106.63,196369.35
40127,OK,1,0.0,0.0
40131,OK,245,4334062.45,1534249.47
40133,OK,43,1045154.87,46975.49
40135,OK,46,974703.15,198914.8
40137,OK,90,766993.17,151714.13
40139,OK,3,125348.38,0.0
40141,OK,5,65882.8,0.0
40143,OK,3812,52058284.02,18922333.19
40145,OK,340,7786984.87,1841038.2
40147,OK,372,7007264.08,1514333.38
40149,OK,5,104187.19,422.02
40151,OK,11,94068.94,24139.35
40153,OK,46,187665.56,0.0
41001,OR,4,4732.78,0.0
41003,OR,69,459384.57,51203.44
41005,OR,812,19106622.36,4243632.56
41007,OR,160,1692664.2,289930.19
41009,OR,432,14705203.48,3954691.24
41011,OR,193,2882845.83,330932.85
41013,OR,67,444179.62,6329.88
41015,OR,88,1153350.46,186209.93
41017,OR,21,186222.92,0.0
41019,OR,300,3630588.88,239757.95
41021,OR,1,1156.47,0.0
41023,OR,12,38742.67,13821.42
41025,OR,56,558086.69,6174.8
41027,OR,4,11655.21,17960.81
41029,OR,304,2282146.44,193764.91
41031,OR,7,9423.97,3314.86
41033,OR,81,584874.55,102675.89
41035,OR,10,155154.53,52279.44
41037,OR,10,145521.23,5447.68
41039,OR,454,3727417.15,464344.93
41041,OR,462,4872945.06,843554.22
41043,OR,136,1529789.52,190373.84
